fn,roi#,t1,x,y,mortality,status,peak,valley,valley_t,peak_t,threshold_t-
2311c3343f774649bd012508023b619a.tif.mortality.tab,0,0.188803888889,1150.0,976.0,97.1907141667,1,1013.2827200698534,178.04765399642409,22.1895105556,112.190904167,96.1906661111
2311c3343f774649bd012508023b619a.tif.mortality.tab,1,0.188803888889,1350.0,976.0,78.1904408333,1,1406.1199559916383,156.82756880137919,24.1897155556,90.1909355556,77.1903308333
2311c3343f774649bd012508023b619a.tif.mortality.tab,2,0.188803888889,1310.0,976.0,65.1900344444,1,993.52804570847786,179.48946126488562,10.1899180556,104.190576944,64.1909088889
2311c3343f774649bd012508023b619a.tif.mortality.tab,3,0.188803888889,1069.0,975.0,58.189965,1,1601.8004549647669,172.82649054601751,31.1897994444,80.1903891667,57.1898208333
2311c3343f774649bd012508023b619a.tif.mortality.tab,4,0.188803888889,1190.0,976.0,55.1900655556,1,1095.7994227339814,175.44538284038251,11.1893897222,92.1905280556,54.1900625
2311c3343f774649bd012508023b619a.tif.mortality.tab,5,0.188803888889,866.0,974.0,96.1906661111,1,1549.7376769639934,174.79860319946116,20.1903855556,106.191098611,95.1907380556
2311c3343f774649bd012508023b619a.tif.mortality.tab,6,0.188803888889,987.0,975.0,39.1896216667,1,1110.7121637371636,179.14142563919933,20.1903855556,58.189965,38.1897277778
2311c3343f774649bd012508023b619a.tif.mortality.tab,7,0.188803888889,947.0,974.0,38.1897277778,1,1238.851459763308,174.0,0.188803888889,79.1905747222,37.1896883333
2311c3343f774649bd012508023b619a.tif.mortality.tab,8,0.188803888889,907.0,975.0,77.1903308333,1,907.38652312685736,155.52910321823211,38.1897277778,89.1908275,76.1899791667
2311c3343f774649bd012508023b619a.tif.mortality.tab,9,0.188803888889,1149.0,936.0,75.1902886111,1,1490.5208689274677,195.30566781611961,3.18907222222,101.190777778,74.1904325
2311c3343f774649bd012508023b619a.tif.mortality.tab,10,0.188803888889,947.0,935.0,19.1903136111,1,1442.4314022333099,180.23897253547491,11.1893897222,76.1899791667,18.1895586111
2311c3343f774649bd012508023b619a.tif.mortality.tab,11,0.188803888889,582.0,934.0,55.1900655556,1,1436.5605087531494,186.01635076542692,10.1899180556,69.1904411111,54.1900625
2311c3343f774649bd012508023b619a.tif.mortality.tab,12,0.188803888889,1271.0,937.0,36.1897605556,1,1271.8849984438132,229.3195762560056,3.18907222222,40.1896672222,35.1896108333
2311c3343f774649bd012508023b619a.tif.mortality.tab,13,0.188803888889,1187.0,936.0,61.1899880556,1,1058.7899139586416,174.84919314618892,22.1895105556,65.1900344444,59.1902180556
2311c3343f774649bd012508023b619a.tif.mortality.tab,14,0.188803888889,788.0,937.0,78.1904408333,1,858.9237386832126,166.11295831998481,20.1903855556,84.1913677778,77.1903308333
2311c3343f774649bd012508023b619a.tif.mortality.tab,15,0.188803888889,744.0,935.0,100.191178333,1,1080.9775483653402,155.70231479688564,29.1896411111,117.736493333,99.1918327778
2311c3343f774649bd012508023b619a.tif.mortality.tab,16,0.188803888889,542.0,936.0,10.1899180556,1,1005.2120183681928,195.51971892824133,1.189415,101.190777778,9.18934
2311c3343f774649bd012508023b619a.tif.mortality.tab,17,0.188803888889,1233.0,936.0,63.1903683333,1,1047.486528917676,181.81572824742631,26.1896438889,78.1904408333,62.1902752778
2311c3343f774649bd012508023b619a.tif.mortality.tab,18,0.188803888889,1027.0,935.0,80.1903891667,1,965.33213269024736,170.3010531768291,19.1903136111,96.1906661111,79.1905747222
2311c3343f774649bd012508023b619a.tif.mortality.tab,19,0.188803888889,1351.0,936.0,38.1897277778,1,756.85774602021434,198.76270823621115,2.19000138889,79.1905747222,37.1896883333
2311c3343f774649bd012508023b619a.tif.mortality.tab,20,0.188803888889,1150.0,896.0,104.190576944,1,1523.2884193468644,181.3128368590684,20.1903855556,116.191903056,103.191020278
2311c3343f774649bd012508023b619a.tif.mortality.tab,21,0.188803888889,1067.0,896.0,70.1904713889,1,1405.9016541959159,197.98231484975264,10.1899180556,76.1899791667,69.1904411111
2311c3343f774649bd012508023b619a.tif.mortality.tab,22,0.188803888889,1027.0,896.0,78.1904408333,1,1648.6149023414014,195.57845955977066,11.1893897222,109.190960556,77.1903308333
2311c3343f774649bd012508023b619a.tif.mortality.tab,23,0.188803888889,907.0,895.0,78.1904408333,1,1722.6274753803709,209.09283606313488,30.1896133333,87.19073,77.1903308333
2311c3343f774649bd012508023b619a.tif.mortality.tab,24,0.188803888889,1313.0,896.0,61.1899880556,1,1502.4767106072002,185.34684422750922,15.1892730556,66.1899461111,59.1902180556
2311c3343f774649bd012508023b619a.tif.mortality.tab,25,0.188803888889,866.0,896.0,86.1914388889,1,1247.0875765083467,172.35560851087533,9.18934,95.1907380556,85.1907066667
2311c3343f774649bd012508023b619a.tif.mortality.tab,26,0.188803888889,745.0,895.0,72.1901855556,1,1250.1995952818991,188.21121137575705,25.1897605556,84.1913677778,71.1902430556
2311c3343f774649bd012508023b619a.tif.mortality.tab,27,0.188803888889,583.0,895.0,87.19073,1,1334.172333563421,165.71010564118149,31.1897994444,107.190997778,86.1914388889
2311c3343f774649bd012508023b619a.tif.mortality.tab,28,0.188803888889,1187.0,896.0,76.1899791667,1,921.56008459343047,158.62494658321378,26.1896438889,100.191178333,75.1902886111
2311c3343f774649bd012508023b619a.tif.mortality.tab,29,0.188803888889,1270.0,897.0,70.1904713889,1,924.83384286962234,191.40668636520886,5.1894775,84.1913677778,69.1904411111
2311c3343f774649bd012508023b619a.tif.mortality.tab,30,0.188803888889,541.0,895.0,83.1904883333,1,1070.4590746279962,168.19857103884357,19.1903136111,94.1908286111,82.19031
2311c3343f774649bd012508023b619a.tif.mortality.tab,31,0.188803888889,1149.0,856.0,52.1903427778,1,1201.6985191510375,191.8660595358491,12.1892433333,89.1908275,51.1899372222
2311c3343f774649bd012508023b619a.tif.mortality.tab,32,0.188803888889,909.0,857.0,44.1906577778,1,978.74501099129077,185.58507012110323,2.19000138889,86.1914388889,43.1897438889
2311c3343f774649bd012508023b619a.tif.mortality.tab,33,0.188803888889,1269.0,856.0,80.1903891667,1,1659.649993902867,181.86470493574961,19.1903136111,88.1907577778,79.1905747222
